,Longitude,Latitude,Label
950,120.36,22.3,0
951,120.39,22.3,0
952,120.42,22.3,0
953,120.45,22.3,0
954,120.48,22.3,0
955,120.51,22.3,0
956,120.54,22.3,0
957,120.57,22.3,0
958,120.6,22.3,0
959,120.63,22.3,0
960,120.66,22.3,1
961,120.69,22.3,1
962,120.72,22.3,1
963,120.75,22.3,1
964,120.78,22.3,1
965,120.81,22.3,1
966,120.84,22.3,1
967,120.87,22.3,1
968,120.9,22.3,0
969,120.93,22.3,0
970,120.96,22.3,0
971,120.99,22.3,0
972,121.02,22.3,0
973,121.05,22.3,0
974,121.08,22.3,0
975,121.11,22.3,0
976,121.14,22.3,0
977,121.17,22.3,0
978,121.2,22.3,0
979,121.23,22.3,0
980,121.26,22.3,0
981,121.29,22.3,0
982,121.32,22.3,0
983,121.35,22.3,0
984,121.38,22.3,0
985,121.41,22.3,0
986,121.44,22.3,0
987,121.47,22.3,0
988,121.5,22.3,0
989,121.53,22.3,0
990,121.56,22.3,0
991,121.59,22.3,0
992,121.62,22.3,0
993,121.65,22.3,0
994,121.68,22.3,0
995,121.71,22.3,0
996,121.74,22.3,0
997,121.77,22.3,0
998,121.8,22.3,0
999,121.83,22.3,0
1000,121.86,22.3,0
1001,121.89,22.3,0
1002,121.92,22.3,0
1003,121.95,22.3,0
1004,121.98,22.3,0
1005,120.0,22.33,0
1006,120.03,22.33,0
1007,120.06,22.33,0
1008,120.09,22.33,0
1009,120.12,22.33,0
1010,120.15,22.33,0
1011,120.18,22.33,0
1012,120.21,22.33,0
1013,120.24,22.33,0
1014,120.27,22.33,0
1015,120.3,22.33,0
1016,120.33,22.33,0
1017,120.36,22.33,1
1018,120.39,22.33,0
1019,120.42,22.33,0
1020,120.45,22.33,0
1021,120.48,22.33,0
1022,120.51,22.33,0
1023,120.54,22.33,0
1024,120.57,22.33,0
1025,120.6,22.33,0
1026,120.63,22.33,1
1027,120.66,22.33,1
1028,120.69,22.33,1
1029,120.72,22.33,1
1030,120.75,22.33,1
1031,120.78,22.33,1
1032,120.81,22.33,1
1033,120.84,22.33,1
1034,120.87,22.33,1
1035,120.9,22.33,0
1036,120.93,22.33,0
1037,120.96,22.33,0
1038,120.99,22.33,0
1039,121.02,22.33,0
1040,121.05,22.33,0
1041,121.08,22.33,0
1042,121.11,22.33,0
1043,121.14,22.33,0
1044,121.17,22.33,0
1045,121.2,22.33,0
1046,121.23,22.33,0
1047,121.26,22.33,0
1048,121.29,22.33,0
1049,121.32,22.33,0
1050,121.35,22.33,0
1051,121.38,22.33,0
1052,121.41,22.33,0
1053,121.44,22.33,0
1054,121.47,22.33,0
1055,121.5,22.33,0
1056,121.53,22.33,0
1057,121.56,22.33,0
1058,121.59,22.33,0
1059,121.62,22.33,0
1060,121.65,22.33,0
1061,121.68,22.33,0
1062,121.71,22.33,0
1063,121.74,22.33,0
1064,121.77,22.33,0
1065,121.8,22.33,0
